user_id,stars,author_id,text,sentiment,sentiment_id
_BcWyKQL16ndpBdggh2kNA,4,0,"My friend and I had lunch last week at La Bier and sat close to the rotunda and hung out with a very cool Yesterday we went to SFF for dinner at the Four Seasons. This place actually ranked in the top 5 for us. I ordered the fish dish and liked it! I really admired Foo as the food was so good (with plenty of unique choices - for those who like Mediterranean food.) The staff was extremely nice - nice smiles and nice greetings - excellent and tasty food. I started with a drink called The Pink Lemonade and absolutely loved it. I had a nastier version to try for dessert. My partner ordered a salmon dish. We were first served the grilled tuna dish of the day. She ordered a plate of m&m - which were simply delicious. She wanted both it and nappah but then was forced to take it off since it didn't get cold while it was cooking. What I ordered was a tuna tartare with creamed tuna, creamed cheese, cheesy mayo, and sau I did not even know what an Ahi tuna was until I saw the name on a menu - which said ""The Original Tuna Mix"". The Salad I ordered was a ""must have"" - it was an amazing combination of cucumbers (you really can eat a whole I had the goat cheese bacaladette. Why the wontons? This was probably her last effort at making the wontons. Maybe just a problem with the goat cheese? cheese or something that was a bit ""tacky"". And the wontons were soggy and not even soft - so soggy. I had 3 wontons - that wasn't just like the ones in the tortellni. I will definitely be back. I would recommend this place. If you think a place that serves everything at 5 stars is ""all that"" - it's the absolute thing this place is.",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"This is an average day in the life of a coffee shop. Though there's no bar, there's a cool patio for lounging on, a full bar, and a few other dining options",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"This is one of the best automotive dealerships in D-town - and it shouldn't be. We've been going there for years. Their service and value remains the same. We always enjoyed their great sales and service. They were my first choice for many years. Typically a good vehicle takes 5 years for a full rebuild, including diagnostic work. The dealership is absolutely spot on with everything they do.",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"I visited TGI Friday night on Wednesday. I've only been to some benihanas - and they are all very dated in places. But I do not recall any of the quality from the last three visits. I did not like my chicken teriyaki. The teriyaki was a little over-priced and had to be topped with edamame, which was dry and This is the only reason I stayed to check out the tuna and salmon - but I'd like to share my moms opinion. No one came and asked for our ID and we left. She declined the $2.50 Sushi - so there was no sushi - so she ordered an ""Emiyaki"". I had to take one bite (and the server was irritated and asked to wait for more) and did not feel like giving it to her. Not a happy camper. No way.. not even a single mouthful.",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"I like that Avenida Dona Florinda (with its name changed to San Martn) is on the same street as both La I have been wanting to try this place for a while. It's Xo-Fun and Xo-Nice! The food is Xo-fresh and the coffee is fresh. I recommend the hot soup which is perfect with the rice which is just perfect. We are so Xo-happy to be here for dinner. I've been told that the cocktails are really good, and that there are some amazing dishes too. You'll be able to make a small batch at home but if any of the tourists (and you), start drinking alcohol right here, you",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"It's an interesting place. Because the only way to get here is to walk in. I keep my daugheter safe (which sometimes does get to be a little bit unnerving). There are so many good neighbors because the only person I know from that experience is Tony who has all these sweet yellow cars (mostly he has them). And even the black & white station bus cop is friendly. So I know the driver for the McDonalds on the outskirts of town. Their kids are always so well behaved. She is wonderful.. They are great at their job and it takes that special something for me to be able to talk to them about our little ones. So, I call them ""pretty girl"" to if anything happens. Now that the two dogs can walk and be seen, we can't remember the phone, but the lady, the bartender and bus driver are the She is also very kind. Whether she remembers who she was, what happened next, or is just plain cute is the fun she gives me.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"I went to this location on Wednesday and I had to run mine to the main line. Not great experience, but I was happy with my job. It came up clean. I only saw one worker after that. Overall, it was well worth going!",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"Home goods store in Chicago has a great selection of products (mostly bulk) but has unique things for kids. But if you don't mind paying full cover, it's a good place for kids. Look into the baby section. Just the thought of a sweet and tasty treat makes their sweet tooth happy. I also love the ""candy section"" with their ""Put a Bundle in It"" items where you can find chocolate (s and if you are willing to spend some extra money, there are so many unique items that you might find a gift for your daughter. I had just been to a similar market on a previous trip and my kids love it.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"I rarely go to the Sephora, so I keep my makeup purchases in my closet until I have to restock. Ulta, however, has my favorite skin treatment location. MMK is awesome, not in terms of service time to date, but about the range size range - I like the eye creams, bronzer It has been a while since I purchased a couple new'must have' products. Selected, but I tend to get away with more. It's still a fun place to shop. The msonal-a-shroom-shampoo and their MAC liquid lip balm, and - of course - the",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,The only alternative to the food trucks we were to travel to was leaving to enjoy the local restaurant. Would like to find the same with hot sauce.,positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"We came for dinner - very impressed by the staff. and manager came by and introduced himself. I had a great selection of rolls - all delicious - and the price was appropriate. Our menu was a huge block - for just $15. We ordered maki and maki roll combos. There was no sauce and a small portion of it wasn't fresh enough. No salmon or albacore - but no tuna. We asked for the ""kikki"" roll instead (or maki roll), as we would get a roll from our local Sushi spot. A bit ""funny"" - very few people at this place - which is an odd thing to eat at when bringing 2 people I like that there is always a mix of new and old stuff, as often as not. If you buy a trio - you will spend about $17 (no other way to do it. We ordered a salad, but it was $4.50. For me, this was the most disappointing restaurant in Philly.",positive,1
_BcWyKQL16ndpBdggh2kNA,2,0,"I don't usually write about restaurants - but this one had me sobbing. I am writing as a result of a weekend dinner with my girlfriend and a colleague of mine. This was an attempt to keep my palate (and our waistline) happy. We waited for about 10 minutes until our server came out on the front end and asked us to sit in the ""front area"". In fact - it made the meal a whole lot better. All of the menu is dated and the decor barely gets any recognition. We then received our drink orders. Well, first he takes our drink order, then he gives us a taste of salsa (very poor) and then another taste of salsa. And we were not alone and, no thanks, we got cold soup - which was just the starting point of the Mexican ""salsa"" s But since the salsa was not fresh and was re-heated, it had a mild, smoky flavor to it - I So we receive chips and salsa - and more chips! At some point a ""busy"" server arrives with ""slightly fresh"" chips and salsa - as soon as I start the chips and salsa I ordered a burrito. The first thing we get is our filet of American Beef. It was huge! YUM! I'm not sure that I'm going to get enough fat on this. And yes - thick and tender. It's a bit expensive but it will feed a pack of dogs! What I expected from T.O is to see a squeeze bottle of sauce - and a small bottles of hot and sweet sauce. At our table my waiter comes to take my drink order. The sauce is hot and heavy with a strong flavor like ranch (this is why I am eating the burritos). Is it the same sauce as the one I am taking from the kitchen? After a minute it begins to crackle and I can see an orange mello rita on my plate. Oh my goodness.. This is just plain delicious! There is no sauce - no meat left! This was after 15 minutes, and on the 16th (forgot to say, 15 minutes later) they take an order from someone else - another person My poor snickers were gone! The food was good - so we're going home for now.... We were standing here in the restaurant - eating - looking at the menu - thinking, ""Okay, I'll order a bottle of",negative,0
_BcWyKQL16ndpBdggh2kNA,4,0,"A while back my wife and I went to Tequila El Diablo. This was my first good experience at the Taco Bell Qdoba and was my first experience with the food/service there since they opened in 2013. The ""bad"" had moved to the right place, but a few things really made it better. Great prices!!I am just surprised at the quality I was treated to at this Qdoba! The staff seemed to enjoy the meal and so did the kids. Their prices are great and they're friendly. I just wish they could take their ""glorification"" and put it out there in the open! My friend is getting her hair done! I highly recommend it to anyone who is looking for great Mexican, Mexican burritos, or Mexican food for take out!",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,stayed here on business in June 2011. It does not have a 'cafe jogging' area - for a coffee shop - but it does offer great customer I never made a purchase here unless I was the local. We recently had my first coffee and it was delicious. Definitely going back!,positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"We called in for the day. It's a fast-food location and if you want a great cup of coffee, you will have to drive to one of those chains, They had some conversation on the phone (about coffee) but I can't find that conversation anywhere online. I was left with the same ""fun little mug"" with ""just me"", the same cup with ""a little something sweet"" on top, "" Went to get a latte and it was good enough. Nice store if you're in a rush. Definately not good value for a Starbucks experience.",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,A.) It's a wacky food place. The menu was too large and I only had 6 plates. I think I ordered too much pasta because the green beans were thrown in a sauce that tasted like cream cheese sauce. I enjoyed the cheese (but we ordered the meat) with rice. Then all she could say was...wow.,positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"We applied for a membership for our van. I went to the website to view an upcoming offer for 4 weeks only, and it was $27+ for 4 visits. We'll see if we need a lot more in future due to the nature of the service and the rates available. I am quite satisfied with this experience and I recommend their services.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"Very convenient and easy for me to get to work during the day, and the parking lot is easy to access. I've read the reviews... a lot of things are open and I get to spend a little less. At night, the stores are well lit and the employees are welcoming and knowledgeable. Can't beat it. Easily one of the busiest places in town and a quick weekend stop when you don't feel like driving. But, overall, there's a good selection of stores with huge selections - including some discount stores like CVS and WalMart. And if you want to see my shopping list, come to this location in the Village of Alamo, Ohio. It's an easy 3 minute walk to Target.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"I've been trying to find a great place for pie, but this one takes the cake. My favorite is the chocolate lava cake (one in a cone). So have you had the ice cream here? And ice cream. They serve both coffee and dessert (as well as hot drink). This place's been in their current building and we're so glad we were able to go during winter that year.",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"You can order online through their Facebook Page or Instagram. The fresh-picked corn and radishes are delicious and ripe, so this place is an easy place to get a bite. A lovely place to spend a summer day with your family, or to take a date in the bar with some friends.",positive,1
_BcWyKQL16ndpBdggh2kNA,2,0,"Leotards are small and they're very expensive. Customer service (bad and crappy) - 5 stars. Worst customer service ever here, always. I got an attitude when I asked to speak to an associate. I then started buying one of her outfits and had a run-in with the ""manager"" and started trying to get her attention. Then the ""we only get 1 person out of every 1% of customers"" thing kicked in and the lady was in the middle of it. Although it's just a ""shopper, not cash"" place, there is a ton of stuff to choose from. That's the way you want it to be! VERY selection at great prices. Price was affordable, selection was great and everything was well-organized. But, for me - I feel like a little dancer! !It's a bit crappy.",negative,0
_BcWyKQL16ndpBdggh2kNA,4,0,"I've always had a hard time finding this place on campus. They were a gas station, food court, toy store, and many other types. It has been the only one to maintain the level of pricing consistent between pump and pumper. In the summer, the weather improve but still very hot.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"So I was very excited about the new wings at Red Wing, they were really good! I was there today to celebrate an 11th birthday. There are alot of great restaurants on Vine, but this place is an excellent treat. It's a great place to go. YES I AM GOING! Wings to Go. Want a chickenburger? Then you know the place. So get 'em!",positive,1
_BcWyKQL16ndpBdggh2kNA,1,0,"I had been searching for a place to go for over a month. Even though I was able to remove the email, I still received emails from the same person that never replied. Even though I only ordered the chicken entree and she notified me to cancel it.",negative,0
_BcWyKQL16ndpBdggh2kNA,3,0,"There's just too many things going on. But with good friends and our fam, we will probably go there more often. It's not as bad as in previous years. I think I will go back to the store.",positive,1
_BcWyKQL16ndpBdggh2kNA,2,0,"Not sure why we came here. I love to visit Szechuan and this place is nothing less than the best of the best, but it was a mismatch. Most of the table around us were sitting on one side. All sides are pretty bad. Soggy, even though they label it ""cheap"" for Szechuan. Food served in small plastic containers with glass containers. We never get in to try anything at this place. So far we have not been able to go back because of the high prices and the poor quality of the food.",negative,0
_BcWyKQL16ndpBdggh2kNA,4,0,"I'd go to Mama's but the food is in my neighborhood. This cart has more pockets and does have a smaller capacity - but it is a lot less expensive - at about the same price or cheaper than Great atmosphere, friendly staff.",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"I went to this store for a checkup last week (unrelatedly, today's went great). She's super quick! , was so pleasant and efficient. And I talked to A.S.I.M. and her beautiful staff. She was on top of thougth and really took care of me. And for the first time ever, my new tooth is growing and growing! Also a great place for a gynecologist.",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"SEEK YOUR TEETH SAVE! It's pretty much done in a single visit with Ruth who has a special skill of referring to different women's faces using natural products and Very good experience.Didn't forget to mention that they gave me some great tainted water, so you can drink a !???????????????",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"The owner was very nice and has a healthy menu of items to choose from. This is best on weekend nights, which is good, because I was in a restaurant whose patrons were extremely friendly. With a full bar and TVs at every table. There's not much variety, no desserts, but a lot of fun.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"This is a good alternative. I love it!. I love her and the place. You can order in (or take a order out) and even get a coffee in or a salad. Also, friendly server. The drinks are awesome. I got three of my three favorite dishes to share with my friend and it was excellent. I used the lemonade to keep from spilling ice.) Her coffee was sweet, sour and just delicious. Some of his apps were also mouth-watering. I ordered the Greek Salad with Olives and Olive Oil and tomatoes. The starter was delicious, but I didn't like the adriya. The Dolmades were actually a bit more crusty - not much better than a tomato with the dolmade seasoning - but They were delicious and came packed with fruity fillings and a dash of cheese (oh, and a few almonds). It was also very good to try the samosa salad - a big salad without crust. We also had the baklava. We also had the Tacos and Salsa. Overall, an excellent lunch and a perfect spot for an outing. Best of all, the food was actually very reasonably priced for lunch and they had some great deals on soups that's something I always look forward to. Please note that there is a cashier station if you need to pay with your credit card.",positive,1
_BcWyKQL16ndpBdggh2kNA,3,0,"Went into Friendlys yesterday to get a burger. I'm not a fan of this burger joint, as I've had better. This one was just ok. The portions are huge and the food, the portions are small - and the prices are out of the question. If we were to have to make a late reservation - the food would be delivered AFTER the order was placed. I was given a ""free menu"" - that included one ""blank salad"". We waited about 10 minutes between orders - and then even longer for the other people to take back the next order. We both said it was good though. Love Friendly's!",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"I went to a group exercise class today while I was in the park - I liked it so much that I was able to have a free I have to say, after starting with 2 sessions of Zumba...very brisk - very challenging - surprisingly easy. I particularly enjoy the workouts because they are extremely challenging. There's also free Zumba classes in the fitness center. Since I am retired from a fitness center, my exercise regime is far more varied. I would highly recommend to anyone!",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"They have officially come to life as of Nov 10th here at Weaver's Farm and Market. The food is very fresh and is very consistent - and the prices are fair, although a bit over priced and not very consistent. They produce fresh produce, including blueberries, apples, grapes, blueberries and beets - plus you get an amazing selection of soups I was even happier that the location is within their 5 day business calendar! YAY!!. !!",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"I love this place! The chicken fettuccine and mushroom pesto pizza are also really good and also quick to make. I tried the pizza - and guacamole was delicious. I love being able to go on a short lunch walk with food that is great, the atmosphere is bright and lovely (eventual noise for the I went to Pizza Express on two occasions - once to pick up and get a drink and another time to help my friend prepare a fresh salad for It has been good food, and they have a good atmosphere (especially if you like Italian restaurants). I had the cheeseburger with ranch on the plate (too good!!!) I have never had a bad meal here. There is also a pizza oven for a quick lunch. Good place with a good pasta menu. I won't be stopping by often.",positive,1
_BcWyKQL16ndpBdggh2kNA,4,0,"We decided to go to Giant last night and I'm glad we did. Fast delivery!.. Good price point, food was good, service excellent, prices were fair.",positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,I have lived in Hong Kong for over a decade - and this is definitely my favorite city in Asia for a variety of reasons. There is Chinese food - and Chinese dishes - everywhere. And we have numerous beautiful buildings - including the stunning Chinatown Hall on the 6th Street! There are many interesting shops and galleries too. I would say there are many opportunities to see great things - and so many wonderful people.,positive,1
_BcWyKQL16ndpBdggh2kNA,5,0,"My favorite dish to grill it on is: ""Gilled Salmon"" (which I did make after learning the recipe for Grilled Salmon from Sara. During the event I received: a package containing 1 lbs worth of salmon. packages and you can try them any way you like! And I thought that would be perfect for lunch or dinner. 1 cup of olive olive oil 1 tsp. jar of Kool-Aid A few tsp. Lemon Balsamic Vinegar Stir all of this together well. Rinse under cool running water with cool water and pat dry. When not yet ready to grill or bake, grill, broil and fry! Cook the salmon for 3-4 minutes to brown on both sides (I used a meat thermometer for the final score). As you cook, flip the fish over and grill the other side for an additional 3-4 minutes, or until grill marks form. Yummy!- You could also use butter, or use plain olive oil (I used olive oil!). I had to add some breadcrumbs so my guest could help herself and could make fun of me (I love bread) She was so great and I got to My family adored it - but was a bit disappointed by the salt.",positive,1
_BcWyKQL16ndpBdggh2kNA,2,0,"We live in the East End and were very excited to see ""Oooo"" again! We grew up in Japan. The steak was over cooked and it was extremely salty. The salmon was under cooked in some parts - definitely not fresh salmon. Not really a fan of all the fish, but this seafood is taste-less. This was certainly not a complaint. Mike has the most enthusiastic attitude when it comes to serving. We can't wait to go to The Grand Cafe. :) Also, I think Mike is a pretty bad restaurant manager. The food was very good, but this was by far the worst tasting one I have ever had. I guess it's true enough because this might actually be the reason I frequent the restaurant.",negative,0
